title,text,origin,url,label,publisher_name,publisher_site,date,text_igual_title,date_fonte
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,"As propostas de manter zerados impostos federais da gasolina, álcool, diesel e gás já estão na peça orçamentária",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,0,Lupa - UOL,lupa.uol.com.br,2022-09-06 00:00:00,False,url
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,Estatais dão lucro de mais de R$ 100 bilhões em média nos últimos três anos,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,0,Lupa - UOL,lupa.uol.com.br,2022-09-06 00:00:00,False,url
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,A água foi privatizada. A Cedae não acabou. Essas empresas compram a água da Cedae. (...) Metade dos municípios [do estado são cobertos pelos serviços]. A outra metade não.,Marcelo Freixo (PSB),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,São quase 3 milhões de pessoas passando fome [no Rio de Janeiro],Marcelo Freixo (PSB),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,[Cláudio Castro] tem pouco mais de 20% de ótimo e bom,Marcelo Freixo (PSB),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,No Rio foram mais de 258 mil empregos abertos em dois anos,Cláudio Castro (PL),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,(...) hoje são 42 [bases do Segurança Presente],Cláudio Castro (PL),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres","Já está na proposta de orçamento que mandamos para o parlamento não ter PIS/Cofins em cima de diesel, gasolina e álcool para o ano que vem",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,O Rio teve a maior letalidade da pandemia do Brasil e uma das maiores do mundo,Rodrigo Neves (PDT),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",O número de mortes violentas no Brasil (...) tem caído,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",O etanol está abaixo de R$ 4,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres","Hoje, você leva em média um dia para abrir uma empresa",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,0,Lupa - UOL,lupa.uol.com.br,2022-09-01 00:00:00,False,url
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",Delatores devolveram R$ 6 bilhões [da Petrobras],"Jair Bolsonaro (PL), presidente e candidato à reeleição, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-28 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",Nos últimos 12 meses o Brasil pagou R$ 500 bilhões de juros,"Ciro Gomes (PDT), candidato à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-29 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",É importante deixar claro que nós fizemos o Portal da Transparência (...),"Luiz Inácio Lula da Silva (PT), candidato à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-28 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band","Quando cheguei na presidência, tinham 3,5 milhões de estudantes nas universidades",Luiz Inácio Lula da Silva (PT),https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-28 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",É importante lembrar que os R$ 600 [do Auxílio Brasil] não está na LDO mandada para o Congresso [para 2023],"Luiz Inácio Lula da Silva (PT), candidato à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-29 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band","Hoje, o Brasil tem 66,6 milhões (...) pessoas (...) no SPC","Ciro Gomes (PDT), candidato à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-28 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",Fui eleita em 2018 sem nenhum centavo de recurso público. Minha campanha para Senado custou R$ 80 mil,"Soraya Thronicke (União Brasil), candidata à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-29 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",[Bolsonaro] Votou contra direito de empregadas domésticas,"Simone Tebet (MDB), candidata à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-28 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band","O presidente [Alberto Fernández, da Argentina] visitou Lula na cadeia em Curitiba","Jair Bolsonaro (PL), presidente e candidato à reeleição, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-29 00:00:00,False,original
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band","33,1 milhões de brasileiros estão passando fome","Ciro Gomes (PDT), candidato à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,0,Lupa - UOL,lupa.uol.com.br,2022-08-28 00:00:00,False,original
"No Pânico, Bolsonaro volta a mentir para atacar urnas","... Mas aí o Fachin sacou a questão do CEP, que deveria ser julgado lá em Brasília e não em Curitiba. E daí foram anuladas essas condenações e voltou para primeira instância, em Brasília","Jair Bolsonaro (PL), presidente e candidato à reeleição, em entrevista ao programa Pânico, da Jovem Pan, em 26 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/26/jovem-pan-bolsonaro-urnas,0,Lupa - UOL,lupa.uol.com.br,2022-08-26 00:00:00,False,original
JN: Tebet erra ao afirmar que mulher candidata à presidência é ‘inédito na história,Meio milhão de anjos da guarda no Brasil. São os assistentes sociais e agentes comunitários de saúde,Simone Tebet (MDB),https://lupa.uol.com.br/jornalismo/2022/08/26/jn-tebet-educacao-candidaturas-femininas,0,Lupa - UOL,lupa.uol.com.br,2022-08-27 00:00:00,False,original
JN: Tebet erra ao afirmar que mulher candidata à presidência é ‘inédito na história,Mulheres ganham 20% menos que homens,Simone Tebet (MDB),https://lupa.uol.com.br/jornalismo/2022/08/26/jn-tebet-educacao-candidaturas-femininas,0,Lupa - UOL,lupa.uol.com.br,2022-08-27 00:00:00,False,original
JN: Tebet erra ao afirmar que mulher candidata à presidência é ‘inédito na história,"[O MDB] É o partido que tem o maior número de prefeitos, de vice-prefeitos, de vereadores e de vereadoras",Simone Tebet (MDB),https://lupa.uol.com.br/jornalismo/2022/08/26/jn-tebet-educacao-candidaturas-femininas,0,Lupa - UOL,lupa.uol.com.br,2022-08-27 00:00:00,False,original
"Na Jovem Pan, Tebet fala de escândalos de Lula, pandemia e agricultura: veja o que é falso",[Estamos falando] de mais de 680 mil brasileiros que morreram com a Covid-19”.,"Simone Tebet (MDB), candidata à presidência da República, em entrevista no Jornal da Manhã, da Jovem Pan, no dia 26 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/26/jovem-pan-tebet-pandemia-agricultura,0,Lupa - UOL,lupa.uol.com.br,2022-08-26 00:00:00,False,original
